Feature: chroma_stft
5.861020088195800781e-02,1.379348486661911011e-01,5.258856713771820068e-02,2.150534242391586304e-01,6.432725787162780762e-01,1.110327616333961487e-01,2.962036803364753723e-02,5.889379233121871948e-02,2.764102220535278320e-01,1.000000000000000000e+00,2.145179808139801025e-01,3.041174821555614471e-02
3.829032182693481445e-02,1.371826082468032837e-01,2.427742816507816315e-02,1.049101501703262329e-01,4.450327455997467041e-01,7.157455384731292725e-02,6.164993625134229660e-03,1.384219434112310410e-02,1.661798059940338135e-01,1.000000000000000000e+00,1.754608303308486938e-01,1.768293045461177826e-02
5.927430093288421631e-02,2.352401316165924072e-01,2.444628812372684479e-02,9.978324919939041138e-02,6.229669451713562012e-01,9.598284214735031128e-02,2.133524976670742035e-03,5.223346874117851257e-03,1.633536070585250854e-01,1.000000000000000000e+00,1.566985547542572021e-01,1.278434786945581436e-02
1.643880754709243774e-01,5.554525256156921387e-01,4.480170831084251404e-02,2.265837788581848145e-01,8.704293370246887207e-01,9.763345122337341309e-02,2.798570552840828896e-03,6.693806499242782593e-03,2.237079590559005737e-01,1.000000000000000000e+00,1.231762543320655823e-01,1.491151656955480576e-02
1.501291543245315552e-01,4.358340501785278320e-01,3.091149404644966125e-02,2.329218685626983643e-01,6.175622940063476562e-01,4.190833866596221924e-02,2.401800360530614853e-03,5.227060057222843170e-03,2.054563015699386597e-01,1.000000000000000000e+00,1.348835080862045288e-01,7.006246130913496017e-03
9.255204349756240845e-02,3.329205513000488281e-01,2.890545129776000977e-02,2.366533279418945312e-01,9.434926509857177734e-01,1.338291168212890625e-01,3.055054694414138794e-03,5.337445996701717377e-03,1.429030895233154297e-01,1.000000000000000000e+00,1.986061781644821167e-01,7.261383347213268280e-03
1.733984053134918213e-02,8.872005343437194824e-02,1.564175449311733246e-02,1.260264664888381958e-01,1.000000000000000000e+00,2.739774584770202637e-01,3.419321728870272636e-03,2.867100061848759651e-03,4.446883499622344971e-02,6.178125739097595215e-01,3.294161856174468994e-01,8.403168059885501862e-03
2.995592541992664337e-02,1.815212517976760864e-01,5.424961820244789124e-02,1.084171012043952942e-01,8.418338894844055176e-01,2.814144194126129150e-01,5.101763643324375153e-03,7.006986532360315323e-03,3.696183487772941589e-02,1.000000000000000000e+00,8.155797719955444336e-01,2.086482197046279907e-02
2.170438319444656372e-02,1.723378598690032959e-01,6.959027051925659180e-02,2.606423012912273407e-02,2.637376189231872559e-01,1.462312340736389160e-01,3.915605600923299789e-03,6.669262424111366272e-03,3.446911275386810303e-02,1.000000000000000000e+00,8.567965626716613770e-01,2.081972733139991760e-02
8.483017794787883759e-03,1.043357625603675842e-01,4.874120652675628662e-02,7.116354536265134811e-03,9.342999756336212158e-02,6.111206114292144775e-02,1.913473010063171387e-03,3.781007137149572372e-03,3.960977494716644287e-02,1.000000000000000000e+00,6.860814094543457031e-01,1.383975055068731308e-02
9.348708204925060272e-03,8.189369738101959229e-02,2.836278825998306274e-02,8.759043179452419281e-03,2.013207376003265381e-01,1.319314837455749512e-01,2.727440092712640762e-03,3.717413404956459999e-03,3.928675502538681030e-02,1.000000000000000000e+00,6.389296054840087891e-01,1.213370170444250107e-02
1.020145323127508163e-02,7.190279662609100342e-02,2.264080382883548737e-02,9.759469889104366302e-03,2.446431219577789307e-01,1.598712801933288574e-01,2.936694072559475899e-03,4.219440743327140808e-03,4.016258567571640015e-02,1.000000000000000000e+00,6.191132068634033203e-01,1.229696348309516907e-02
5.718923639506101608e-03,4.756217077374458313e-02,1.766721718013286591e-02,6.237525958567857742e-03,1.360356509685516357e-01,8.772336691617965698e-02,1.989843323826789856e-03,5.369064863771200180e-03,4.353599622845649719e-02,1.000000000000000000e+00,6.095800995826721191e-01,1.163251511752605438e-02
